i,r,v,p,ni,nr,nv,np
2,57,114,228,-1.553446332,0.18936373,-0.970781526,-0.855087298
5,67,335,1675,-1.113168675,0.532382896,-0.570873017,-0.736029884
24,80,1920,46080,1.675256484,0.978307811,2.2972491,2.91755994
16,88,1408,22528,0.501182733,1.252723143,1.370764227,0.979729796
22,2,44,968,1.381738046,-1.69724168,-1.09744938,-0.794200991
3,98,294,882,-1.406687113,1.595742309,-0.645064188,-0.801276967
22,21,462,10164,1.381738046,-1.045505266,-0.341061339,-0.037565206
8,6,48,384,-0.672891019,-1.560034014,-1.090211217,-0.842251806
19,91,1729,32851,0.941460389,1.355628893,1.951626813,1.829093781
20,81,1620,32400,1.088219608,1.012609728,1.75438687,1.791986046
16,5,80,1280,0.501182733,-1.59433593,-1.032305912,-0.768530007
21,78,1638,34398,1.234978827,0.909703978,1.786958603,1.956379075
20,60,1200,24000,1.088219608,0.29226948,0.994379747,1.10084418
23,2,46,1058,1.528497265,-1.69724168,-1.093830298,-0.786795899
11,80,880,9680,-0.232613362,0.978307811,0.415326702,-0.077388142
1,52,52,52,-1.700205551,0.017854148,-1.082973054,-0.869568365
7,92,644,4508,-0.819650238,1.38993081,-0.011724919,-0.502934062
19,50,950,18050,0.941460389,-0.050749686,0.541994555,0.611285359
7,30,210,1470,-0.819650238,-0.736788017,-0.797065613,-0.752897036
10,80,800,8000,-0.379372581,0.978307811,0.27056344,-0.215616515
14,19,266,3724,0.207664295,-1.114109099,-0.69573133,-0.567440636
1,78,78,78,-1.700205551,0.909703978,-1.035924994,-0.867429117
9,16,144,1296,-0.5261318,-1.217014848,-0.916495303,-0.767213546
8,63,504,4032,-0.672891019,0.39517523,-0.265060627,-0.542098767
12,62,744,8928,-0.085854143,0.360873313,0.169229157,-0.139261795
6,56,336,2016,-0.966409456,0.155061814,-0.569063476,-0.707972815
15,64,960,14400,0.354423514,0.429477146,0.560089963,0.310967763
7,72,504,3528,-0.819650238,0.703892479,-0.265060627,-0.583567279
11,41,451,4961,-0.232613362,-0.359466934,-0.360966288,-0.465661768
11,4,44,484,-0.232613362,-1.628637847,-1.09744938,-0.834023927
6,37,222,1332,-0.966409456,-0.496674601,-0.775351123,-0.76425151
24,43,1032,24768,1.675256484,-0.290863101,0.690376898,1.164034294
18,97,1746,31428,0.79470117,1.561440392,1.982389006,1.712011058
23,89,2047,47081,1.528497265,1.28702506,2.527060777,2.999921012
21,69,1449,30429,1.234978827,0.600986729,1.444955398,1.629814544
2,80,160,320,-1.553446332,0.978307811,-0.887542651,-0.847517649
18,60,1080,19440,0.79470117,0.29226948,0.777234855,0.725652882
16,11,176,2816,0.501182733,-1.388524431,-0.858589999,-0.64214978
19,96,1824,34656,0.941460389,1.527138476,2.123533186,1.977607004
14,42,588,8232,0.207664295,-0.325165018,-0.113059202,-0.196527835
3,28,84,252,-1.406687113,-0.80539185,-1.025067749,-0.853112607
3,57,171,513,-1.406687113,0.18936373,-0.867637702,-0.831637842
9,41,369,3321,-0.5261318,-0.359466934,-0.50934863,-0.60059899
21,36,756,15876,1.234978827,-0.530976517,0.190943647,0.432411262
24,82,1968,47232,1.675256484,1.046911644,2.384107057,3.01234511
4,6,24,96,-1.259927894,-1.560034014,-1.133640195,-0.865948099
15,24,360,5400,0.354423514,-0.942599516,-0.525634497,-0.429541378
4,7,28,112,-1.259927894,-1.525732097,-1.126402032,-0.864631638
4,47,188,752,-1.259927894,-0.153655435,-0.836875509,-0.81197321
14,69,966,13524,0.207664295,0.600986729,0.570947208,0.23889154
12,50,600,7200,-0.085854143,-0.050749686,-0.091344713,-0.28143955
1,16,16,16,-1.700205551,-1.217014848,-1.148116521,-0.872530402
23,67,1541,35443,1.528497265,0.532382896,1.611433149,2.042360414
1,28,28,28,-1.700205551,-0.80539185,-1.126402032,-0.871543056
8,25,200,1600,-0.672891019,-0.908297599,-0.81516102,-0.742200793
11,59,649,7139,-0.232613362,0.257967563,-0.002677216,-0.286458556
1,76,76,76,-1.700205551,0.841100145,-1.039544075,-0.867593674
17,16,272,4624,0.647941951,-1.217014848,-0.684874085,-0.493389722
15,98,1470,22050,0.354423514,1.595742309,1.482955755,0.940400533
17,43,731,12427,0.647941951,-0.290863101,0.145705127,0.148631704
4,6,24,96,-1.259927894,-1.560034014,-1.133640195,-0.865948099
10,61,610,6100,-0.379372581,0.326571397,-0.073249305,-0.371946223
5,60,300,1500,-1.113168675,0.29226948,-0.634206943,-0.750428673
13,14,182,2366,0.060905076,-1.285618681,-0.847732754,-0.679175237
10,96,960,9600,-0.379372581,1.527138476,0.560089963,-0.083970445
9,67,603,5427,-0.5261318,0.532382896,-0.085916091,-0.427319851
19,70,1330,25270,0.941460389,0.635288645,1.229620047,1.205338248
21,78,1638,34398,1.234978827,0.909703978,1.786958603,1.956379075
18,35,630,11340,0.79470117,-0.565278434,-0.03705849,0.059194655
2,63,126,252,-1.553446332,0.39517523,-0.949067037,-0.853112607
6,66,396,2376,-0.966409456,0.498080979,-0.46049103,-0.678352449
3,37,111,333,-1.406687113,-0.496674601,-0.976210148,-0.846448024
22,95,2090,45980,1.381738046,1.492836559,2.60487103,2.909332061
9,73,657,5913,-0.5261318,0.738194395,0.011799111,-0.387332357
12,12,144,1728,-0.085854143,-1.354222514,-0.916495303,-0.731669108
1,91,91,91,-1.700205551,1.355628893,-1.012400964,-0.866359493
12,32,384,4608,-0.085854143,-0.668184183,-0.482205519,-0.494706182
12,58,696,8352,-0.085854143,0.223665647,0.082371201,-0.18665438
18,11,198,3564,0.79470117,-1.388524431,-0.818780102,-0.580605243
16,51,816,13056,0.501182733,-0.016447769,0.299516093,0.200385065
21,46,966,20286,1.234978827,-0.187957352,0.570947208,0.795260741
16,66,1056,16896,0.501182733,0.498080979,0.733805877,0.516335632
15,30,450,6750,0.354423514,-0.736788017,-0.362775828,-0.318465007
24,3,72,1728,1.675256484,-1.662939763,-1.046782238,-0.731669108
1,6,6,6,-1.700205551,-1.560034014,-1.166211929,-0.87335319
2,9,18,36,-1.553446332,-1.457128264,-1.14449744,-0.870884826
6,15,90,540,-0.966409456,-1.251316765,-1.014210505,-0.829416314
21,75,1575,33075,1.234978827,0.806798228,1.672957535,1.847524231
16,74,1184,18944,0.501182733,0.772496312,0.965427095,0.684842601
6,24,144,864,-0.966409456,-0.942599516,-0.916495303,-0.802757985
12,3,36,432,-0.085854143,-1.662939763,-1.111925706,-0.838302424
1,70,70,70,-1.700205551,0.635288645,-1.05040132,-0.868087347
7,11,77,539,-0.819650238,-1.388524431,-1.037734535,-0.829498593
4,81,324,1296,-1.259927894,1.012609728,-0.590777965,-0.767213546
7,99,693,4851,-0.819650238,1.630044225,0.076942578,-0.474712436
24,30,720,17280,1.675256484,-0.736788017,0.125800179,0.547930688
1,64,64,64,-1.700205551,0.429477146,-1.061258565,-0.86858102
15,60,900,13500,0.354423514,0.29226948,0.451517517,0.236916849
7,57,399,2793,-0.819650238,0.18936373,-0.455062407,-0.644042193
23,31,713,16399,1.528497265,-0.7024861,0.113133394,0.475443071
12,3,36,432,-0.085854143,-1.662939763,-1.111925706,-0.838302424
7,9,63,441,-0.819650238,-1.457128264,-1.063068105,-0.837561915
14,75,1050,14700,0.207664295,0.806798228,0.722948632,0.335651401
1,9,9,9,-1.700205551,-1.457128264,-1.160783307,-0.873106354
22,34,748,16456,1.381738046,-0.59958035,0.17646732,0.480132963
12,34,408,4896,-0.085854143,-0.59958035,-0.438776541,-0.47100989
19,90,1710,32490,0.941460389,1.321326977,1.917245539,1.799391137
19,43,817,15523,0.941460389,-0.290863101,0.301325633,0.403366848
10,24,240,2400,-0.379372581,-0.942599516,-0.742779389,-0.676377758
10,42,420,4200,-0.379372581,-0.325165018,-0.417062051,-0.52827593
20,50,1000,20000,1.088219608,-0.050749686,0.632471594,0.771729007
5,17,85,425,-1.113168675,-1.182712932,-1.023258208,-0.838878375
13,32,416,5408,0.060905076,-0.668184183,-0.424300214,-0.428883148
22,77,1694,37268,1.381738046,0.875402061,1.888292886,2.192519212
9,43,387,3483,-0.5261318,-0.290863101,-0.476776897,-0.587269825
19,51,969,18411,0.941460389,-0.016447769,0.57637583,0.640988004
9,70,630,5670,-0.5261318,0.635288645,-0.03705849,-0.407326104
9,65,585,5265,-0.5261318,0.463779063,-0.118487825,-0.440649015
4,19,76,304,-1.259927894,-1.114109099,-1.039544075,-0.848834109
20,45,900,18000,1.088219608,-0.222259268,0.451517517,0.60717142
3,78,234,702,-1.406687113,0.909703978,-0.753636634,-0.81608715
15,11,165,2475,0.354423514,-1.388524431,-0.878494947,-0.670206849
7,56,392,2744,-0.819650238,0.155061814,-0.467729193,-0.648073853
15,12,180,2700,0.354423514,-1.354222514,-0.851351836,-0.65169412
9,98,882,7938,-0.5261318,1.595742309,0.418945783,-0.2207178
16,85,1360,21760,0.501182733,1.149817394,1.28390627,0.916539683
15,36,540,8100,0.354423514,-0.530976517,-0.199917159,-0.207388636
8,19,152,1216,-0.672891019,-1.114109099,-0.902018977,-0.77379585
6,73,438,2628,-0.966409456,0.738194395,-0.384490318,-0.657618193
12,48,576,6912,-0.085854143,-0.119353519,-0.134773692,-0.305135842
19,22,418,7942,0.941460389,-1.011203349,-0.420681133,-0.220388685
15,62,930,13950,0.354423514,0.360873313,0.50580374,0.273942306
21,2,42,882,1.234978827,-1.69724168,-1.101068461,-0.801276967
20,17,340,6800,1.088219608,-1.182712932,-0.561825313,-0.314351067
2,27,54,108,-1.553446332,-0.839693766,-1.079353972,-0.864960753
17,97,1649,28033,0.647941951,1.561440392,1.806863552,1.432674554
10,84,840,8400,-0.379372581,1.115515477,0.342945071,-0.182704998
19,91,1729,32851,0.941460389,1.355628893,1.951626813,1.829093781
3,87,261,783,-1.406687113,1.218421227,-0.704779033,-0.809422567
13,52,676,8788,0.060905076,0.017854148,0.046180385,-0.150780826
11,72,792,8712,-0.232613362,0.703892479,0.256087114,-0.157034014
18,16,288,5184,0.79470117,-1.217014848,-0.655921433,-0.447313597
17,39,663,11271,0.647941951,-0.428070768,0.022656355,0.053517418
2,28,56,112,-1.553446332,-0.80539185,-1.075734891,-0.864631638
1,7,7,7,-1.700205551,-1.525732097,-1.164402388,-0.873270911
9,23,207,1863,-0.5261318,-0.976901432,-0.802494235,-0.72056147
17,59,1003,17051,0.647941951,0.257967563,0.637900216,0.529088845
18,74,1332,23976,0.79470117,0.772496312,1.233239129,1.098869489
22,65,1430,31460,1.381738046,0.463779063,1.410574124,1.71464398
6,95,570,3420,-0.966409456,1.492836559,-0.145630936,-0.592453389
15,87,1305,19575,0.354423514,1.218421227,1.184381528,0.736760519
11,34,374,4114,-0.232613362,-0.59958035,-0.500300927,-0.535351906
16,28,448,7168,0.501182733,-0.80539185,-0.36639491,-0.284072471
14,88,1232,17248,0.207664295,1.252723143,1.052285052,0.545297767
20,73,1460,29200,1.088219608,0.738194395,1.464860347,1.528693906
21,62,1302,27342,1.234978827,0.360873313,1.178952906,1.375819908
4,33,132,528,-1.259927894,-0.633882267,-0.938209792,-0.83040366
22,96,2112,46464,1.381738046,1.527138476,2.644680927,2.949154997
17,95,1615,27455,0.647941951,1.492836559,1.745339166,1.385117412
11,18,198,2178,-0.232613362,-1.148411015,-0.818780102,-0.694643651
2,74,148,296,-1.553446332,0.772496312,-0.90925714,-0.84949234
8,98,784,6272,-0.672891019,1.595742309,0.241610788,-0.35779427
8,48,384,3072,-0.672891019,-0.119353519,-0.482205519,-0.621086409
4,92,368,1472,-1.259927894,1.38993081,-0.511158171,-0.752732479
24,33,792,19008,1.675256484,-0.633882267,0.256087114,0.690108443
17,97,1649,28033,0.647941951,1.561440392,1.806863552,1.432674554
8,79,632,5056,-0.672891019,0.944005894,-0.033439409,-0.457845283
11,69,759,8349,-0.232613362,0.600986729,0.196372269,-0.186901216
10,84,840,8400,-0.379372581,1.115515477,0.342945071,-0.182704998
16,54,864,13824,0.501182733,0.086457981,0.386374049,0.263575178
9,13,117,1053,-0.5261318,-1.319920598,-0.965352904,-0.787207293
16,80,1280,20480,0.501182733,0.978307811,1.139143009,0.811222827
23,99,2277,52371,1.528497265,1.630044225,2.943255154,3.43517583
7,36,252,1764,-0.819650238,-0.530976517,-0.7210649,-0.728707071
20,82,1640,32800,1.088219608,1.046911644,1.790577685,1.824897563
17,11,187,3179,0.647941951,-1.388524431,-0.83868505,-0.612282578
19,38,722,13718,0.941460389,-0.462372684,0.12941926,0.254853626
3,80,240,720,-1.406687113,0.978307811,-0.742779389,-0.814606131
20,90,1800,36000,1.088219608,1.321326977,2.080104208,2.088189702
16,72,1152,18432,0.501182733,0.703892479,0.90752179,0.642715858
13,35,455,5915,0.060905076,-0.565278434,-0.353728124,-0.387167799
17,35,595,10115,0.647941951,-0.565278434,-0.100392417,-0.041596867
21,86,1806,37926,1.234978827,1.18411931,2.090961452,2.246658658
6,38,228,1368,-0.966409456,-0.462372684,-0.764493879,-0.761289473
3,83,249,747,-1.406687113,1.081213561,-0.726493523,-0.812384604
14,59,826,11564,0.207664295,0.257967563,0.3176115,0.077625105
14,37,518,7252,0.207664295,-0.496674601,-0.239727056,-0.277161053
7,2,14,98,-0.819650238,-1.69724168,-1.151735603,-0.865783541
4,41,164,656,-1.259927894,-0.359466934,-0.880304488,-0.819871974
2,65,130,260,-1.553446332,0.463779063,-0.941828874,-0.852454376
24,96,2304,55296,1.675256484,1.527138476,2.992112755,3.675841301
11,16,176,1936,-0.232613362,-1.217014848,-0.858589999,-0.714555119
17,14,238,4046,0.647941951,-1.285618681,-0.746398471,-0.540946864
13,31,403,5239,0.060905076,-0.7024861,-0.447824244,-0.442788264
18,82,1476,26568,0.79470117,1.046911644,1.493812999,1.312136122
4,60,240,960,-1.259927894,0.29226948,-0.742779389,-0.794859221
6,80,480,2880,-0.966409456,0.978307811,-0.308489605,-0.636883938
10,48,480,4800,-0.379372581,-0.119353519,-0.308489605,-0.478908654
20,62,1240,24800,1.088219608,0.360873313,1.066761378,1.166667215
22,75,1650,36300,1.381738046,0.806798228,1.808673093,2.11287334
6,27,162,972,-0.966409456,-0.839693766,-0.883923569,-0.793871875
21,67,1407,29547,1.234978827,0.532382896,1.368954686,1.557244648
15,35,525,7875,0.354423514,-0.565278434,-0.227060271,-0.225901364
8,75,600,4800,-0.672891019,0.806798228,-0.091344713,-0.478908654
12,36,432,5184,-0.085854143,-0.530976517,-0.395347562,-0.447313597
20,74,1480,29600,1.088219608,0.772496312,1.501051162,1.561605424
7,99,693,4851,-0.819650238,1.630044225,0.076942578,-0.474712436
9,13,117,1053,-0.5261318,-1.319920598,-0.965352904,-0.787207293
23,3,69,1587,1.528497265,-1.662939763,-1.052210861,-0.743270417
13,8,104,1352,0.060905076,-1.491430181,-0.988876934,-0.762605934
10,100,1000,10000,-0.379372581,1.664346142,0.632471594,-0.051058928
7,11,77,539,-0.819650238,-1.388524431,-1.037734535,-0.829498593
15,85,1275,19125,0.354423514,1.149817394,1.130095305,0.699735062
18,61,1098,19764,0.79470117,0.326571397,0.809806589,0.752311211
10,91,910,9100,-0.379372581,1.355628893,0.469612925,-0.125109842
13,59,767,9971,0.060905076,0.257967563,0.210848595,-0.053445013
12,9,108,1296,-0.085854143,-1.457128264,-0.981638771,-0.767213546
9,8,72,648,-0.5261318,-1.491430181,-1.046782238,-0.820530205
18,83,1494,26892,0.79470117,1.081213561,1.526384733,1.338794451
17,47,799,13583,0.647941951,-0.153655435,0.2687539,0.243745989
8,49,392,3136,-0.672891019,-0.085051602,-0.467729193,-0.615820566
17,53,901,15317,0.647941951,0.052156064,0.453327058,0.386417417
1,86,86,86,-1.700205551,1.18411931,-1.021448668,-0.866770886
23,74,1702,39146,1.528497265,0.772496312,1.902769213,2.347038786
2,92,184,368,-1.553446332,1.38993081,-0.844113672,-0.843568267
18,92,1656,29808,0.79470117,1.38993081,1.819530337,1.578719413
19,97,1843,35017,0.941460389,1.561440392,2.157914461,2.007309648
21,22,462,9702,1.234978827,-1.011203349,-0.341061339,-0.075578009
22,71,1562,34364,1.381738046,0.669590562,1.649433505,1.953581596
4,71,284,1136,-1.259927894,0.669590562,-0.663159596,-0.780378153
2,91,182,364,-1.553446332,1.355628893,-0.847732754,-0.843897382
23,21,483,11109,1.528497265,-1.045505266,-0.303060983,0.040188254
18,58,1044,18792,0.79470117,0.223665647,0.712091388,0.672336224
23,4,92,2116,1.528497265,-1.628637847,-1.010591423,-0.699744936
5,69,345,1725,-1.113168675,0.600986729,-0.552777609,-0.731915944
7,15,105,735,-0.819650238,-1.251316765,-0.987067393,-0.81337195
1,73,73,73,-1.700205551,0.738194395,-1.044972698,-0.867840511
22,42,924,20328,1.381738046,-0.325165018,0.494946495,0.798716451
1,65,65,65,-1.700205551,0.463779063,-1.059449024,-0.868498741
23,90,2070,47610,1.528497265,1.321326977,2.568680215,3.043446494
9,76,684,6156,-0.5261318,0.841100145,0.060656711,-0.36733861
20,21,420,8400,1.088219608,-1.045505266,-0.417062051,-0.182704998
7,99,693,4851,-0.819650238,1.630044225,0.076942578,-0.474712436
1,31,31,31,-1.700205551,-0.7024861,-1.12097341,-0.87129622
2,21,42,84,-1.553446332,-1.045505266,-1.101068461,-0.866935444
24,64,1536,36864,1.675256484,0.429477146,1.602385445,2.15927858
7,44,308,2156,-0.819650238,-0.256561185,-0.619730617,-0.696453784
24,31,744,17856,1.675256484,-0.7024861,0.169229157,0.595323273
22,36,792,17424,1.381738046,-0.530976517,0.256087114,0.559778835
7,100,700,4900,-0.819650238,1.664346142,0.089609364,-0.470680775
22,70,1540,33880,1.381738046,0.635288645,1.609623608,1.91375866
6,1,6,36,-0.966409456,-1.731543597,-1.166211929,-0.870884826
13,47,611,7943,0.060905076,-0.153655435,-0.071439765,-0.220306406
10,13,130,1300,-0.379372581,-1.319920598,-0.941828874,-0.766884431
12,87,1044,12528,-0.085854143,1.218421227,0.712091388,0.156941862
11,86,946,10406,-0.232613362,1.18411931,0.534756392,-0.017653738
20,14,280,5600,1.088219608,-1.285618681,-0.670397759,-0.413085619
9,76,684,6156,-0.5261318,0.841100145,0.060656711,-0.36733861
24,27,648,15552,1.675256484,-0.839693766,-0.004486756,0.405752933
8,62,496,3968,-0.672891019,0.360873313,-0.279536953,-0.54736461
10,75,750,7500,-0.379372581,0.806798228,0.180086402,-0.256755912
21,29,609,12789,1.234978827,-0.771089933,-0.075058846,0.178416627
13,84,1092,14196,0.060905076,1.115515477,0.798949344,0.294182889
4,11,44,176,-1.259927894,-1.388524431,-1.09744938,-0.859365795
19,33,627,11913,0.941460389,-0.633882267,-0.042487112,0.106340404
9,81,729,6561,-0.5261318,1.012609728,0.142086046,-0.334015699
17,54,918,15606,0.647941951,0.086457981,0.484089251,0.410195988
4,11,44,176,-1.259927894,-1.388524431,-1.09744938,-0.859365795
3,50,150,450,-1.406687113,-0.050749686,-0.905638059,-0.836821406
13,81,1053,13689,0.060905076,1.012609728,0.728377255,0.252467541
22,32,704,15488,1.381738046,-0.668184183,0.096847527,0.40048709
5,52,260,1300,-1.113168675,0.017854148,-0.706588574,-0.766884431
4,11,44,176,-1.259927894,-1.388524431,-1.09744938,-0.859365795
15,77,1155,17325,0.354423514,0.875402061,0.912950413,0.551633234
14,75,1050,14700,0.207664295,0.806798228,0.722948632,0.335651401
19,95,1805,34295,0.941460389,1.492836559,2.089151912,1.947904359
24,100,2400,57600,1.675256484,1.664346142,3.165828668,3.865411641
10,18,180,1800,-0.379372581,-1.148411015,-0.851351836,-0.725745034
15,94,1410,21150,0.354423514,1.458534643,1.374383309,0.866349619
4,29,116,464,-1.259927894,-0.771089933,-0.967162445,-0.835669503
10,7,70,700,-0.379372581,-1.525732097,-1.05040132,-0.816251707
21,66,1386,29106,1.234978827,0.498080979,1.33095433,1.5209597
19,4,76,1444,0.941460389,-1.628637847,-1.039544075,-0.755036285
12,99,1188,14256,-0.085854143,1.630044225,0.972665258,0.299119617
22,3,66,1452,1.381738046,-1.662939763,-1.057639483,-0.754378055
12,5,60,720,-0.085854143,-1.59433593,-1.068496728,-0.814606131
24,80,1920,46080,1.675256484,0.978307811,2.2972491,2.91755994
20,65,1300,26000,1.088219608,0.463779063,1.175333824,1.265401767
18,85,1530,27540,0.79470117,1.149817394,1.591528201,1.392111109
14,98,1372,19208,0.207664295,1.595742309,1.305620759,0.706564202
22,30,660,14520,1.381738046,-0.736788017,0.017227733,0.320841218
22,6,132,2904,1.381738046,-1.560034014,-0.938209792,-0.634909246
22,75,1650,36300,1.381738046,0.806798228,1.808673093,2.11287334
16,76,1216,19456,0.501182733,0.841100145,1.0233324,0.726969343
16,73,1168,18688,0.501182733,0.738194395,0.936474443,0.66377923
19,12,228,4332,0.941460389,-1.354222514,-0.764493879,-0.517415129
8,87,696,5568,-0.672891019,1.218421227,0.082371201,-0.415718541
14,15,210,2940,0.207664295,-1.251316765,-0.797065613,-0.63194721
5,76,380,1900,-1.113168675,0.841100145,-0.489443682,-0.717517155
17,85,1445,24565,0.647941951,1.149817394,1.437717235,1.147331699
21,88,1848,38808,1.234978827,1.252723143,2.166962165,2.319228554
19,5,95,1805,0.941460389,-1.59433593,-1.005162801,-0.725333641
20,50,1000,20000,1.088219608,-0.050749686,0.632471594,0.771729007
16,38,608,9728,0.501182733,-0.462372684,-0.076868387,-0.07343876
17,93,1581,26877,0.647941951,1.424232726,1.68381478,1.337560269
5,68,340,1700,-1.113168675,0.566684812,-0.561825313,-0.733972914
22,48,1056,23232,1.381738046,-0.119353519,0.733805877,1.037654067
16,20,320,5120,0.501182733,-1.079807182,-0.598016128,-0.45257944
4,96,384,1536,-1.259927894,1.527138476,-0.482205519,-0.747466636
11,80,880,9680,-0.232613362,0.978307811,0.415326702,-0.077388142
23,50,1150,26450,1.528497265,-0.050749686,0.903902709,1.302427224
21,54,1134,23814,1.234978827,0.086457981,0.874950057,1.085540325
10,88,880,8800,-0.379372581,1.252723143,0.415326702,-0.14979348
2,61,122,244,-1.553446332,0.326571397,-0.9563052,-0.853770837
24,45,1080,25920,1.675256484,-0.222259268,0.777234855,1.258819464
9,50,450,4050,-0.5261318,-0.050749686,-0.362775828,-0.540617749
19,100,1900,36100,0.941460389,1.664346142,2.261058285,2.096417581
9,24,216,1944,-0.5261318,-0.942599516,-0.786208368,-0.713896888
5,54,270,1350,-1.113168675,0.086457981,-0.688493166,-0.762770492
2,78,156,312,-1.553446332,0.909703978,-0.894780814,-0.848175879
5,75,375,1875,-1.113168675,0.806798228,-0.498491386,-0.719574125
11,74,814,8954,-0.232613362,0.772496312,0.295897011,-0.137122546
24,49,1176,28224,1.675256484,-0.085051602,0.950950769,1.448389804
4,92,368,1472,-1.259927894,1.38993081,-0.511158171,-0.752732479
16,9,144,2304,0.501182733,-1.457128264,-0.916495303,-0.684276523
14,3,42,588,0.207664295,-1.662939763,-1.101068461,-0.825466932
15,91,1365,20475,0.354423514,1.355628893,1.292953974,0.810811433
20,73,1460,29200,1.088219608,0.738194395,1.464860347,1.528693906
12,62,744,8928,-0.085854143,0.360873313,0.169229157,-0.139261795
4,95,380,1520,-1.259927894,1.492836559,-0.489443682,-0.748783097
20,73,1460,29200,1.088219608,0.738194395,1.464860347,1.528693906
12,55,660,7920,-0.085854143,0.120759897,0.017227733,-0.222198818
10,82,820,8200,-0.379372581,1.046911644,0.306754256,-0.199160756
22,64,1408,30976,1.381738046,0.429477146,1.370764227,1.674821044
21,87,1827,38367,1.234978827,1.218421227,2.128961809,2.282943606
12,88,1056,12672,-0.085854143,1.252723143,0.733805877,0.168790008
16,64,1024,16384,0.501182733,0.429477146,0.675900572,0.474208889
23,26,598,13754,1.528497265,-0.873995683,-0.094963795,0.257815663
9,80,720,6480,-0.5261318,0.978307811,0.125800179,-0.340680281
2,70,140,280,-1.553446332,0.635288645,-0.923733466,-0.850808801
18,96,1728,31104,0.79470117,1.527138476,1.949817273,1.685352729
12,46,552,6624,-0.085854143,-0.187957352,-0.17820267,-0.328832135
1,84,84,84,-1.700205551,1.115515477,-1.025067749,-0.866935444
12,26,312,3744,-0.085854143,-0.873995683,-0.612492454,-0.56579506
5,87,435,2175,-1.113168675,1.218421227,-0.38991894,-0.694890487
16,55,880,14080,0.501182733,0.120759897,0.415326702,0.284638549
18,56,1008,18144,0.79470117,0.155061814,0.64694792,0.619019566
5,93,465,2325,-1.113168675,1.424232726,-0.335632717,-0.682548668
2,15,30,60,-1.553446332,-1.251316765,-1.122782951,-0.868910135
8,13,104,832,-0.672891019,-1.319920598,-0.988876934,-0.805390907
21,21,441,9261,1.234978827,-1.045505266,-0.379061695,-0.111862956
9,25,225,2025,-0.5261318,-0.908297599,-0.769922501,-0.707232306
7,32,224,1568,-0.819650238,-0.668184183,-0.771732042,-0.744833715
23,17,391,8993,1.528497265,-1.182712932,-0.469538734,-0.133913673
4,75,300,1200,-1.259927894,0.806798228,-0.634206943,-0.775112311
2,78,156,312,-1.553446332,0.909703978,-0.894780814,-0.848175879
13,99,1287,16731,0.060905076,1.630044225,1.151809794,0.502759631
23,62,1426,32798,1.528497265,0.360873313,1.403335961,1.824733005
23,78,1794,41262,1.528497265,0.909703978,2.069246963,2.521140713
3,62,186,558,-1.406687113,0.360873313,-0.840494591,-0.827935296
11,57,627,6897,-0.232613362,0.18936373,-0.042487112,-0.306370024
9,68,612,5508,-0.5261318,0.566684812,-0.069630224,-0.420655268
17,13,221,3757,0.647941951,-1.319920598,-0.777160664,-0.564725436
8,37,296,2368,-0.672891019,-0.496674601,-0.641445106,-0.67901068
22,73,1606,35332,1.381738046,0.738194395,1.729053299,2.033227468
20,86,1720,34400,1.088219608,1.18411931,1.935340946,1.956543632
14,51,714,9996,0.207664295,-0.016447769,0.114942934,-0.051388043
23,63,1449,33327,1.528497265,0.39517523,1.444955398,1.868258487
5,49,245,1225,-1.113168675,-0.085051602,-0.733731686,-0.773055341
19,15,285,5415,0.941460389,-1.251316765,-0.661350055,-0.428307196
20,83,1660,33200,1.088219608,1.081213561,1.8267685,1.85780908
4,38,152,608,-1.259927894,-0.462372684,-0.902018977,-0.823821356
24,9,216,5184,1.675256484,-1.457128264,-0.786208368,-0.447313597
22,3,66,1452,1.381738046,-1.662939763,-1.057639483,-0.754378055
20,74,1480,29600,1.088219608,0.772496312,1.501051162,1.561605424
10,95,950,9500,-0.379372581,1.492836559,0.541994555,-0.092198325
19,93,1767,33573,0.941460389,1.424232726,2.020389363,1.88849907
10,72,720,7200,-0.379372581,0.703892479,0.125800179,-0.28143955
10,12,120,1200,-0.379372581,-1.354222514,-0.959924282,-0.775112311
16,52,832,13312,0.501182733,0.017854148,0.328468745,0.221448436
10,62,620,6200,-0.379372581,0.360873313,-0.055153898,-0.363718343
10,96,960,9600,-0.379372581,1.527138476,0.560089963,-0.083970445
24,82,1968,47232,1.675256484,1.046911644,2.384107057,3.01234511
22,10,220,4840,1.381738046,-1.422826348,-0.778970205,-0.475617502
9,6,54,486,-0.5261318,-1.560034014,-1.079353972,-0.833859369
11,19,209,2299,-0.232613362,-1.114109099,-0.798875153,-0.684687917
7,49,343,2401,-0.819650238,-0.085051602,-0.55639669,-0.67629548
21,74,1554,32634,1.234978827,0.772496312,1.634957179,1.811239283
9,95,855,7695,-0.5261318,1.492836559,0.370088183,-0.240711547
8,51,408,3264,-0.672891019,-0.016447769,-0.438776541,-0.605288881
11,63,693,7623,-0.232613362,0.39517523,0.076942578,-0.24663562
5,3,15,75,-1.113168675,-1.662939763,-1.149926062,-0.867675953
23,57,1311,30153,1.528497265,0.18936373,1.195238773,1.607105597
16,95,1520,24320,0.501182733,1.492836559,1.573432793,1.127173394
14,66,924,12936,0.207664295,0.498080979,0.494946495,0.19051161
2,19,38,76,-1.553446332,-1.114109099,-1.108306625,-0.867593674
10,4,40,400,-0.379372581,-1.628637847,-1.104687543,-0.840935345
